2015;48;15.11.28;0;0 Ft;21;2 670 505 Ft;2403;24 710 Ft;75831;1 525 Ft;9;50;72;76;89
2015;47;15.11.21;0;0 Ft;23;2 478 740 Ft;2515;24 000 Ft;69459;1 690 Ft;31;53;57;60;83
2015;46;15.11.14;0;0 Ft;33;2 088 280 Ft;3514;20 765 Ft;102154;1 585 Ft;10;25;38;46;50
2015;45;15.11.07;0;0 Ft;19;2 973 970 Ft;1714;34 905 Ft;64445;1 805 Ft;41;45;51;54;86
2015;44;15.10.31;0;0 Ft;27;1 970 280 Ft;2661;21 170 Ft;76792;1 425 Ft;18;24;30;43;79
